round,ripple_sum,decoded_sum,source_remain_pct,decoded_remain_pct
1,14328.0,14636.0,0.820902238722016,0.8306057730145135
2,20033.0,20435.0,0.7495906301171236,0.763489271081688
3,23009.0,23443.0,0.712391095111311,0.7286752621467096
4,24716.0,25176.0,0.6910538618267272,0.7086178560681466
5,25773.0,26239.0,0.6778415269809127,0.6963149001180529
6,26479.0,26954.0,0.6690166372920339,0.6880396287122983
7,26971.0,27456.0,0.6628667141660729,0.6822295780190273
8,27322.0,27812.0,0.6584792690091374,0.6781093030253929
9,27598.0,28093.0,0.6550293121335984,0.6748570634939006
10,27817.0,28319.0,0.6522918463519206,0.6722413833013124
11,27990.0,28500.0,0.6501293733828327,0.6701465243860096
12,28146.0,28658.0,0.6481793977575281,0.6683178630124302
13,28296.0,28816.0,0.6463044211947351,0.666489201638851
14,28415.0,28938.0,0.6448169397882526,0.6650771972870999
15,28530.0,29055.0,0.643379457756778,0.6637230619661583
16,28656.0,29186.0,0.6418044774440319,0.66220689335895
17,28786.0,29321.0,0.640179497756278,0.6606444295270943
18,28896.0,29437.0,0.6388045149435633,0.6593018680123146
19,29000.0,29549.0,0.63750453119336,0.6580056017221824
20,29093.0,29649.0,0.6363420457244284,0.656848221105993
21,29196.0,29755.0,0.6350545618179773,0.6556213976528321
22,29297.0,29862.0,0.63379207759903,0.6543830003935094
23,29393.0,29965.0,0.6325920925988425,0.6531908983588343
24,29490.0,30064.0,0.631379607754903,0.6520450915488067
25,29586.0,30164.0,0.6301796227547156,0.6508877109326173
26,29694.0,30278.0,0.6288296396295046,0.6495682970301613
27,29794.0,30382.0,0.6275796552543094,0.6483646211893244
28,29890.0,30480.0,0.6263796702541218,0.6472303881854586
29,29988.0,30580.0,0.6251546855664305,0.6460730075692692
30,30078.0,30677.0,0.6240296996287547,0.6449503483715655
31,30170.0,30774.0,0.6228797140035749,0.6438276891738617
32,30265.0,30872.0,0.6216922288471394,0.6426934561699961
33,30360.0,30968.0,0.6205047436907039,0.6415823707784543
34,30464.0,31074.0,0.6192047599405007,0.6403555473252933
35,30566.0,31179.0,0.6179297758778015,0.6391402976782945
36,30679.0,31302.0,0.6165172935338308,0.6377167195203814
37,30782.0,31410.0,0.6152298096273796,0.6364667484548969
38,30898.0,31536.0,0.6137798277521531,0.6350084488784982
39,31011.0,31657.0,0.6123673454081824,0.6336080183329089
40,31111.0,31762.0,0.6111173610329871,0.6323927686859101
41,31209.0,31862.0,0.6098923763452957,0.6312353880697206
42,31301.0,31958.0,0.6087423907201159,0.6301243026781788
43,31402.0,32064.0,0.6074799065011687,0.6288974792250179
44,31499.0,32166.0,0.6062674216572292,0.6277169509965047
45,31589.0,32263.0,0.6051424357195535,0.626594291798801
46,31679.0,32358.0,0.6040174497818778,0.625494780213421
47,31773.0,32456.0,0.6028424644691941,0.6243605472095554
48,31871.0,32560.0,0.6016174797815027,0.6231568713687183
49,31974.0,32670.0,0.6003299958750515,0.62188375269091
50,32072.0,32771.0,0.5991050111873601,0.6207147982685586
51,32171.0,32873.0,0.5978675266559168,0.6195342700400454
52,32270.0,32973.0,0.5966300421244735,0.6183768894238559
53,32364.0,33070.0,0.5954550568117898,0.6172542302261521
54,32464.0,33172.0,0.5942050724365946,0.616073701997639
55,32568.0,33279.0,0.5929050886863914,0.6148353047383163
56,32676.0,33393.0,0.5915551055611805,0.6135158908358602
57,32769.0,33493.0,0.5903926200922489,0.6123585102196709
58,32852.0,33578.0,0.5893551330608368,0.6113747366959098
59,32942.0,33670.0,0.588230147123161,0.6103099465290156
60,33037.0,33771.0,0.5870426619667255,0.6091409921066642
61,33134.0,33871.0,0.585830177122786,0.6079836114904748
62,33225.0,33965.0,0.5846926913413582,0.6068956737112567
63,33315.0,34058.0,0.5835677054036825,0.6058193097382005
64,33401.0,34148.0,0.5824927188410145,0.60477766718363
65,33477.0,34227.0,0.581542730715866,0.6038633364968404
66,33554.0,34306.0,0.5805802427469657,0.6029490058100506
67,33637.0,34390.0,0.5795427557155536,0.6019768060924515
68,33726.0,34482.0,0.5784302696216297,0.6009120159255572
69,33817.0,34575.0,0.577292783840202,0.5998356519525011
70,33915.0,34675.0,0.5760677991525106,0.5986782713363117
71,34021.0,34782.0,0.5747428157148036,0.597439874076989
72,34133.0,34898.0,0.5733428332145848,0.5960973125622092
73,34239.0,35009.0,0.5720178497768778,0.5948126200782389
74,34341.0,35113.0,0.5707428657141786,0.593608944237402
75,34436.0,35216.0,0.569555380557743,0.5924168422027267
76,34523.0,35308.0,0.568467894151323,0.5913520520358325
77,34611.0,35399.0,0.5673679079011512,0.5902988356751001
78,34705.0,35497.0,0.5661929225884677,0.5891646026712345
79,34803.0,35598.0,0.5649679379007763,0.5879956482488831
80,34889.0,35687.0,0.5638929513381084,0.5869655795004745
81,34974.0,35775.0,0.5628304646191923,0.5859470845582277
82,35055.0,35859.0,0.561817977275284,0.5849748848406287
83,35137.0,35943.0,0.5607929900876238,0.5840026851230296
84,35224.0,36033.0,0.559705503681204,0.582961042568459
85,35307.0,36116.0,0.5586680166497919,0.5820004166570218
86,35402.0,36217.0,0.5574805314933564,0.5808314622346704
87,35496.0,36314.0,0.5563055461806727,0.5797088030369668
88,35580.0,36401.0,0.5552555593055086,0.5787018819008819
89,35670.0,36493.0,0.5541305733678329,0.5776370917339877
90,35763.0,36589.0,0.5529680878989013,0.5765260063424458
91,35858.0,36687.0,0.5517806027424657,0.57539177333858
92,35955.0,36790.0,0.5505681178985262,0.574199671303905
93,36043.0,36883.0,0.5494681316483544,0.5731233073308488
94,36141.0,36982.0,0.548243146960663,0.5719775005208213
95,36237.0,37081.0,0.5470431619604754,0.5708316937107938
96,36349.0,37196.0,0.5456431794602568,0.569500706002176
97,36455.0,37311.0,0.5443181960225497,0.568169718293558
98,36553.0,37415.0,0.5430932113348583,0.566966042452721
99,36641.0,37507.0,0.5419932250846864,0.5659012522858267
100,36726.0,37598.0,0.5409307383657704,0.5648480359250942
101,36822.0,37698.0,0.5397307533655828,0.5636906553089049
102,36919.0,37798.0,0.5385182685216434,0.5625332746927154
103,37013.0,37899.0,0.53734328320896,0.5613643202703641
104,37121.0,38009.0,0.5359933000837489,0.5600912015925557
105,37230.0,38125.0,0.534630817114786,0.5587486400777759
106,37345.0,38243.0,0.5331933350833115,0.5573829309506724
107,37450.0,38354.0,0.5318808514893564,0.5560982384667021
108,37544.0,38452.0,0.5307058661766728,0.5549640054628365
109,37640.0,38552.0,0.5295058811764852,0.5538066248466471
110,37741.0,38655.0,0.528243396957538,0.5526145228119719
111,37841.0,38763.0,0.5269934125823428,0.5513645517464874
112,37953.0,38880.0,0.5255934300821239,0.5500104164255457
113,38069.0,39001.0,0.5241434482068974,0.5486099858799565
114,38179.0,39115.0,0.5227684653941826,0.5472905719775005
115,38294.0,39235.0,0.521330983362708,0.5459017152380732
116,38419.0,39366.0,0.5197685028937138,0.544385546630865
117,38543.0,39495.0,0.5182185222684716,0.5428925256359807
118,38658.0,39618.0,0.516781040236997,0.5414689474780676
119,38776.0,39739.0,0.5153060586742666,0.5400685169324784
120,38906.0,39874.0,0.5136810789865127,0.5385060531006227
121,39023.0,39996.0,0.5122185972675342,0.5370940487488716
122,39136.0,40116.0,0.5108061149235634,0.5357051920094442
123,39247.0,40228.0,0.5094186322670966,0.5344089257193121
124,39356.0,40340.0,0.5080561492981337,0.53311265942918
125,39458.0,40445.0,0.5067811652354346,0.5318974097821809
126,39565.0,40556.0,0.5054436819539756,0.5306127172982107
127,39675.0,40672.0,0.5040686991412607,0.529270155783431
128,39797.0,40802.0,0.5025437182035224,0.5277655609823846
129,39908.0,40921.0,0.5011562355470557,0.5263882780491193
130,40013.0,41033.0,0.4998437519531006,0.525092011758987
131,40121.0,41144.0,0.4984937688278896,0.5238073192750168
132,40237.0,41266.0,0.497043786952663,0.5223953149232656
133,40349.0,41381.0,0.4956438044524444,0.5210643272146478
134,40458.0,41491.0,0.4942813214834815,0.5197912085368395
135,40565.0,41602.0,0.49294383820202253,0.5185065160528691
136,40674.0,41715.0,0.4915813552330595,0.5171986759565751
137,40786.0,41830.0,0.49018137273284085,0.5158676882479571
138,40905.0,41953.0,0.4886938913263584,0.5144441100900442
139,41026.0,42077.0,0.487181410232372,0.5130089581259694
140,41143.0,42202.0,0.48571892851339354,0.5115622323557325
141,41257.0,42321.0,0.4842939463256709,0.5101849494224671
142,41381.0,42448.0,0.48274396570042866,0.5087150760399065
143,41491.0,42564.0,0.48136898288771385,0.5073725145251267
144,41590.0,42666.0,0.48013149835627056,0.5061919862966135
145,41699.0,42781.0,0.47876901538730765,0.5048609985879957
146,41812.0,42898.0,0.477356533043337,0.5035068632670541
147,41922.0,43010.0,0.47598155023062205,0.5022105969769218
148,42027.0,43116.0,0.4746690666366671,0.500983773523761
149,42130.0,43222.0,0.4733815827302159,0.4997569500706001
150,42228.0,43322.0,0.4721565980425246,0.4985995694544107
151,42326.0,43423.0,0.470931613354833,0.49743061503205943
152,42420.0,43526.0,0.46975662804214935,0.4962385129973843
153,42515.0,43626.0,0.4685691428857139,0.4950811323811949
154,42608.0,43721.0,0.4674066574167823,0.4939816207958148
155,42698.0,43814.0,0.46628167147910643,0.4929052568227587
156,42784.0,43906.0,0.4652066849164386,0.49184046665586445
157,42865.0,43994.0,0.46419419757253033,0.49082197171361763
158,42945.0,44076.0,0.463194210072374,0.4898729196083424
159,43028.0,44161.0,0.462156723040962,0.48888914608458134
160,43118.0,44254.0,0.4610317371032861,0.4878127821115252
161,43209.0,44347.0,0.4598942513218584,0.486736418138469
162,43308.0,44450.0,0.4586567667904151,0.4855443161037939
163,43409.0,44555.0,0.45739428257146786,0.48432906645679497
164,43501.0,44651.0,0.4562442969462882,0.4832179810652531
165,43592.0,44747.0,0.4551068111648604,0.48210689567371123
166,43683.0,44843.0,0.45396932538343265,0.4809958102821695
167,43782.0,44947.0,0.45273184085198936,0.4797921344413324
168,43882.0,45050.0,0.451481856476794,0.4786000324066572
169,43975.0,45148.0,0.4503193710078624,0.47746579940279166
170,44083.0,45260.0,0.4489693878826515,0.47616953311265947
171,44195.0,45374.0,0.4475694053824326,0.4748501192102034
