1,27819,29665,0.7218127818721813,0.7033529664703353
2,41441,44099,0.5855941440585595,0.5590144098559015
3,50584,53747,0.4941650583494165,0.4625353746462535
4,57857,61354,0.42143578564214357,0.3864661353386466
5,64130,67973,0.3587064129358707,0.32027679723202773
6,70021,74231,0.2997970020299797,0.2576974230257697
7,75772,80418,0.24228757712422877,0.1958280417195828
8,81593,86808,0.18407815921840787,0.13192868071319286
9,87381,93315,0.12619873801261983,0.06685933140668598
10,92803,99821,0.0719792802071979,0.001799982000179945
11,96956,105311,0.030449695503044993,-0.05309946900530993
12,99290,108883,0.007109928900710938,-0.08881911180888191
13,99945,110144,0.0005599944000560519,-0.10142898571014292
14,99998,110281,2.999970000294727e-05,-0.10279897201027999
15,100000,110287,9.999900000945416e-06,-0.10285897141028588
