round,ripple_sum,decoded_sum,source_remain_pct,decoded_remain_pct
1,24894.55,27617.7,0.7510569894301058,0.7790584
2,35839.65,39240.45,0.6416070839291608,0.6860763999999999
3,42255.15,45919.9,0.5774527254727453,0.6326408
4,46591.55,50393.5,0.5340891591084089,0.5968519999999999
5,49779.3,53659.95,0.5022119778802212,0.5707204
6,52255.25,56187.9,0.47745272547274525,0.5504968
7,54285.15,58255.0,0.45715392846071534,0.53396
8,55988.95,59985.8,0.44011609883901165,0.5201136
9,57458.35,61476.95,0.4254222457775422,0.5081844
10,58752.2,62789.15,0.4124838751612484,0.4976868
11,59914.4,63965.5,0.4008619913800862,0.48827600000000004
12,60976.75,65040.65,0.3902385976140238,0.4796748
13,61957.8,66033.15,0.38042819571804276,0.4717348
14,62881.65,66967.2,0.371189788102119,0.46426239999999996
15,63762.55,67858.0,0.36238087619123804,0.45713599999999993
16,64594.9,68699.65,0.35405745942540573,0.4504028
17,65401.05,69514.25,0.3459960400395996,0.443886
18,66192.9,70314.65,0.33807761922380775,0.4374828
19,66973.0,71102.4,0.33027669723302766,0.43118080000000003
20,67748.3,71885.85,0.32252377476225236,0.42491320000000005
