1,21000,23125,0.7374639012864268,0.7708331268766908
2,30483,33127,0.6189101001387691,0.6717141186613682
3,36193,39076,0.5475252847266499,0.6127600114955059
4,40159,43175,0.49794346722674365,0.5721392541795083
5,43178,46279,0.4602007776069209,0.5413788661070866
6,45651,48817,0.42928402655365117,0.5162274920968397
7,47784,50999,0.40261785995574395,0.49460404919283707
8,49690,52944,0.3787895835677406,0.4753292570533847
9,51463,54759,0.3566240358049232,0.4573427543628418
10,53102,56447,0.33613371838627815,0.44061481136469494
11,54682,58064,0.3163810023878283,0.4245904726040294
12,56257,59682,0.2966907949843104,0.40855622392452606
13,57871,61350,0.27651302054032434,0.3920264793031345
14,59510,63049,0.2560227031216792,0.3751895271977722
15,61206,64826,0.23481978772081158,0.35757960142306433
16,62922,66641,0.21336683794021682,0.3395930987325214
17,64637,68492,0.19192638987860833,0.32124983896381887
18,66376,70367,0.1701859005613272,0.30266874114301
19,68128,72302,0.1482828888972234,0.2834930481919353
20,69806,74174,0.12730500443811021,0.26494168012763974
21,71370,75953,0.10775231594344226,0.24731193451525635
22,72799,77572,0.08988735951193294,0.23126777591691527
23,74045,79011,0.07431021765492751,0.2170074027093718
24,75123,80270,0.06083336458763078,0.20453081489262603
25,76041,81325,0.04935678655815179,0.1940758505187843
26,76879,82292,0.038880346047581504,0.1844929590026657
27,77593,83151,0.02995411869132003,0.17598033872102592
28,78198,83873,0.02239057870457184,0.1688253773201598
29,78623,84406,0.017077348135368653,0.1635433905796312
30,78921,84778,0.01335183587743316,0.15985690077198267
31,79150,85046,0.010488942229556542,0.1572010425234618
32,79315,85255,0.008426158596807065,0.15512986948636887
33,79416,85381,0.00716348497918462,0.15388121971281055
34,79473,85454,0.0064508869969620575,0.15315779563765375
35,79502,85490,0.006088337146357592,0.15280103855949423
36,79517,85506,0.005900811361562175,0.15264247985808999
37,79531,85521,0.005725787295753126,0.1524938310755235
38,79544,85534,0.005563264948930446,0.15236500213063253
39,79557,85547,0.0054007426021077665,0.15223617318574156
40,79567,85557,0.005275725412244192,0.15213707399736398
41,79575,85565,0.005175711660353244,0.1520577946466618
42,79581,85572,0.005100701346435144,0.1519884252147975
43,79586,85577,0.005038192751503301,0.1519388756206087
44,79590,85581,0.004988185875557938,0.15189923594525756
45,79594,85585,0.004938178999612464,0.15185959626990653
46,79599,85590,0.004875670404680621,0.15181004667571774
47,79602,85594,0.004838165247721515,0.1517704070003667
48,79604,85596,0.004813161809748889,0.1517505871626912
49,79605,85597,0.004800660090762521,0.15174067724385343
50,79606,85598,0.004788158371776152,0.15173076732501556
51,79607,85599,0.004775656652789784,0.1517208574061778
52,79608,85600,0.004763154933803415,0.15171094748734004
