round,ripple_sum,decoded_sum,source_remain_pct,decoded_remain_pct
1,20962.68,23093.25,0.7379300723389244,0.7710858890086226
2,30413.75,33062.36,0.6197752739508865,0.672266135250694
3,36100.51,38988.42,0.5486808919225905,0.6135235242574913
4,40065.59,43088.79,0.49911050149370034,0.5728782580228797
5,43071.39,46174.19,0.46153277826666994,0.5422939872763589
6,45514.12,48676.4,0.4309944083591828,0.5174906262781375
7,47619.69,50832.29,0.4046711245149083,0.49612017850234935
8,49465.27,52721.91,0.3815981673728215,0.47738916114033686
9,51163.85,54460.19,0.3603629653694614,0.4601583069477674
10,52767.38,56101.59,0.3403160533781977,0.44388777772439864
11,54330.06,57706.4,0.32077983702017115,0.42797996469575567
12,55877.48,59298.46,0.30143439771916536,0.41219854880426987
13,57432.83,60907.69,0.28198981925203565,0.39624697287001387
14,59004.83,62546.94,0.26233708658232957,0.3799978180076495
15,60620.02,64240.27,0.24214440383493538,0.3632125857360969
16,62283.13,65996.52,0.2213526382166659,0.3458036294875604
17,63993.16,67823.23,0.19997429122142865,0.32769622268268184
18,65723.49,69693.35,0.17834215965900813,0.30915854257408637
19,67458.44,71588.96,0.156652269967305,0.2903682100068243
20,69163.77,73476.97,0.13533268202664497,0.271653210169922
21,70804.51,75316.52,0.11482058231921029,0.25341849972873154
22,72335.33,77059.96,0.09568267325084716,0.23613641626380988
23,73717.61,78653.96,0.07840177255928141,0.22033560599942162
24,74927.11,80066.71,0.06328092282243584,0.2063314261362769
25,75954.16,81280.16,0.050441015447208054,0.19430284297369224
26,76802.88,82291.48,0.03983054180395769,0.1842779226012886
27,77482.63,83107.53,0.03133248643131732,0.17618863473018134
28,78017.2,83753.57,0.024649433509627682,0.16978460685563376
29,78427.12,84253.98,0.019524721941566528,0.16482417828433552
30,78731.1,84628.72,0.015724443936554148,0.16110947345538393
31,78948.03,84897.13,0.013012441825994266,0.15844878040903423
32,79102.75,85090.56,0.011078172375703585,0.1565313594209898
33,79208.18,85222.43,0.009760113320108673,0.15522417943855701
34,79278.26,85308.81,0.008883990668404795,0.15436794183730623
35,79328.49,85369.07,0.008256027438685191,0.15377062173483932
36,79366.32,85413.3,0.007783085871392901,0.15333219029349276
37,79396.22,85447.47,0.00740928303882356,0.15299347726558093
38,79421.77,85475.43,0.007089862871410515,0.15271632618229272
39,79444.71,85500.4,0.00680307225619986,0.15246881551050653
40,79464.7,85522.06,0.006553161983969135,0.15225411446529682
41,79481.30303030302,85539.71717171717,0.006345579896341638,0.15207898516418694
42,79497.57575757576,85556.9191919192,0.006142142378131728,0.15190847353204642
43,79512.24242424243,85572.36363636363,0.005958783558281086,0.15175538234065863
44,79525.31313131313,85585.9191919192,0.005795376957866675,0.15162101152944038
45,79537.27272727272,85598.27272727272,0.00564586118474506,0.1514985549665895
46,79548.62626262626,85609.92929292929,0.005503922248901156,0.15138300623532108
47,79558.19387755102,85619.1530612245,0.0053842950809686735,0.1512857063182036
48,79565.41052631578,85625.22105263158,0.005294026344996401,0.15121678740546574
49,79570.40449438202,85629.01123595505,0.005231487175589291,0.15117323897699145
50,79576.08536585367,85634.46341463414,0.005160323346158148,0.15111260632059811
51,79581.31168831169,85640.62337662338,0.005094867104945715,0.151064267746321
52,79584.66666666667,85644.125,0.005052789461487779,0.1510033671935961
53,79588.85074626865,85647.85074626865,0.00500032648869008,0.15094915944925608
54,79593.58730158731,85652.14285714286,0.004940969827511086,0.1509196595706122
55,79593.35849056604,85649.45283018867,0.004943383238396738,0.15096264489985645
56,79592.67391304347,85650.36956521739,0.0049515128270678265,0.1509810838676139
57,79591.89743589744,85648.7435897436,0.0049606374122852384,0.15101794244752476
58,79591.8125,85644.53125,0.004960861517909169,0.15101192869828708
59,79592.60714285714,85641.82142857143,0.004950260286861707,0.1510488529685063
60,79594.0,85646.32,0.0049322070596078925,0.1510088718572809
61,79593.52380952382,85639.95238095238,0.0049405778302044475,0.15104610116906925
62,79597.4,85643.55,0.004891940880121595,0.15098646781689695
63,79597.70588235294,85640.64705882352,0.004887457967483153,0.15098187822102624
64,79599.25,85640.6875,0.004867879220962694,0.15095580114817453
65,79605.33333333333,85647.0,0.004791515796776707,0.1508579831355247
66,79610.53846153847,85652.69230769231,0.004725676757440523,0.15082741900649274
67,79613.0,85655.75,0.004694424161291175,0.15083013339396947
68,79615.36363636363,85658.54545454546,0.004664308735408427,0.1507641442814078
69,79617.0,85667.9,0.0046431720995670795,0.15060954684990507
70,79617.375,85682.5,0.004636616879650425,0.15052707304908275
71,79616.0,85664.16666666667,0.0046506949510953495,0.150627344897901
72,79617.0,85643.25,0.00463196988224335,0.15061923669934357
73,79616.66666666667,85653.33333333333,0.0046548067025882,0.15041602692595196
74,79618.33333333333,85655.0,0.0046339705042776,0.15039950190323814
75,79635.0,85698.0,0.0044256085211716,0.1507986840540647
